article,brand,date,img,name,price,rating,seller_info,sold,url
13503804,Boninio Fans ,22.07.2020,https://www.wildberries.ruimages.wbstatic.net/small/new/13500000/13503804.jpg,Веер,996,5,https://wbx-content-v2.wbstatic.net/sellers/13503804.json?locale=ru,322,https://www.wildberries.ru/catalog/13503804/detail.aspx?targetUrl=ST
